address,Private Service Line Material,Public Service Line Material
7808 W HIGGINS AVE,LEAD,SUSPECTED LEAD
7800 W HIGGINS AVE,LEAD,SUSPECTED LEAD
7754 W HIGGINS AVE,LEAD,SUSPECTED LEAD
7800 W HIGGINS AVE,LEAD,SUSPECTED LEAD
6518 N NORTHWEST HWY,LEAD,SUSPECTED LEAD
6526 N NORTHWEST HWY,LEAD,SUSPECTED LEAD
7808 W HIGGINS AVE,LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,LEAD,SUSPECTED LEAD
4849 N CENTRAL AVE,LEAD,SUSPECTED LEAD
5526 W WINDSOR AVE,LEAD,SUSPECTED LEAD
6256 N CICERO AVE,LEAD,SUSPECTED LEAD
6217 N CICERO AVE,LEAD,SUSPECTED LEAD
6207 N CICERO AVE,LEAD,SUSPECTED LEAD
6215 N CICERO AVE,LEAD,SUSPECTED LEAD
6217 N CICERO AVE,LEAD,SUSPECTED LEAD
6221 N CICERO AVE,LEAD,SUSPECTED LEAD
6246 N CICERO AVE,LEAD,SUSPECTED LEAD
6254 N CICERO AVE,LEAD,SUSPECTED LEAD
6256 N CICERO AVE,LEAD,SUSPECTED LEAD
6234 N CICERO AVE,LEAD,SUSPECTED LEAD
6226 N CICERO AVE,LEAD,SUSPECTED LEAD
6230 N CICERO AVE,LEAD,SUSPECTED LEAD
5345 N VIRGINIA AVE,LEAD,SUSPECTED LEAD
3849 W FOSTER AVE,LEAD,SUSPECTED LEAD
3857 W FOSTER AVE,LEAD,SUSPECTED LEAD
5119 N SPRINGFIELD AVE,LEAD,SUSPECTED LEAD
3849 W FOSTER AVE,LEAD,SUSPECTED LEAD
3857 W FOSTER AVE,LEAD,SUSPECTED LEAD
5345 N VIRGINIA AVE,LEAD,SUSPECTED LEAD
2842 W BERWYN AVE,LEAD,SUSPECTED LEAD
3849 W FOSTER AVE,LEAD,SUSPECTED LEAD
2842 W BERWYN AVE,LEAD,SUSPECTED LEAD
3950 W GLENLAKE AVE,LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,LEAD,SUSPECTED LEAD
7323 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
7315 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
7323 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
2538 W BIRCHWOOD AVE,LEAD,SUSPECTED LEAD
2462 W BIRCHWOOD AVE,LEAD,SUSPECTED LEAD
7315 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
2528 W JEROME ST,LEAD,SUSPECTED LEAD
2534 W JEROME ST,LEAD,SUSPECTED LEAD
2546 W JEROME ST,LEAD,SUSPECTED LEAD
7247 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
7247 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
7261 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
7261 N CAMPBELL AVE,LEAD,SUSPECTED LEAD
2537 W HOWARD ST,LEAD,SUSPECTED LEAD
2543 W HOWARD ST,LEAD,SUSPECTED LEAD
2520 W BIRCHWOOD AVE,LEAD,SUSPECTED LEAD
2450 W BIRCHWOOD AVE,LEAD,SUSPECTED LEAD
2450 W BIRCHWOOD AVE,LEAD,SUSPECTED LEAD
5077 W GLADYS AVE,LEAD,SUSPECTED LEAD
5090 W VAN BUREN ST,LEAD,SUSPECTED LEAD
5090 W VAN BUREN ST,LEAD,SUSPECTED LEAD
5061 W GLADYS AVE,LEAD,SUSPECTED LEAD
5077 W GLADYS AVE,LEAD,SUSPECTED LEAD
5038 W VAN BUREN ST,LEAD,SUSPECTED LEAD
6318 22 N CLARK ST,LEAD,SUSPECTED LEAD
6964 N HAMILTON AVE,LEAD,SUSPECTED LEAD
6964 N HAMILTON AVE,LEAD,SUSPECTED LEAD
4437 41 W CARROLL AVE,LEAD,SUSPECTED LEAD
5078 W GLADYS AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4616 N ASHLAND AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4415 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
4622 N PAULINA ST,LEAD,SUSPECTED LEAD
4455 N HERMITAGE AVE,LEAD,SUSPECTED LEAD
6242 N KENMORE AVE,LEAD,SUSPECTED LEAD
6242 N KENMORE AVE,LEAD,SUSPECTED LEAD
6242 N KENMORE AVE,LEAD,SUSPECTED LEAD
1451 N NORTH PARK AVE,LEAD,SUSPECTED LEAD
1451 N NORTH PARK AVE,LEAD,SUSPECTED LEAD
1451 N NORTH PARK AVE,LEAD,SUSPECTED LEAD
1455 N NORTH PARK AVE,LEAD,SUSPECTED LEAD
1455 N NORTH PARK AVE,LEAD,SUSPECTED LEAD
2030 N CLEVELAND AVE,LEAD,SUSPECTED LEAD
2110 N HUDSON AVE,LEAD,SUSPECTED LEAD
2321 N GENEVA TER,LEAD,SUSPECTED LEAD
2321 N GENEVA TER,LEAD,SUSPECTED LEAD
2321 N GENEVA TER,LEAD,SUSPECTED LEAD
2683 N HALSTED ST,LEAD,SUSPECTED LEAD
419 W BRIAR PL,LEAD,SUSPECTED LEAD
423 W BRIAR PL,LEAD,SUSPECTED LEAD
428 W WELLINGTON AVE,LEAD,SUSPECTED LEAD
588 W HAWTHORNE PL,LEAD,SUSPECTED LEAD
588 W HAWTHORNE PL,LEAD,SUSPECTED LEAD
588 W HAWTHORNE PL,LEAD,SUSPECTED LEAD
588 W HAWTHORNE PL,LEAD,SUSPECTED LEAD
419 W BRIAR PL,LEAD,SUSPECTED LEAD
423 W BRIAR PL,LEAD,SUSPECTED LEAD
3528 N PINE GROVE AVE,LEAD,SUSPECTED LEAD
3528 N PINE GROVE AVE,LEAD,SUSPECTED LEAD
5481 S CORNELL AVE,LEAD,SUSPECTED LEAD
1790 W LUNT AVE,LEAD,SUSPECTED LEAD
1841 W MORSE AVE,LEAD,SUSPECTED LEAD
1791 W GREENLEAF AVE,LEAD,SUSPECTED LEAD
1528 W ESTES AVE,LEAD,SUSPECTED LEAD
1528 W ESTES AVE,LEAD,SUSPECTED LEAD
1916 W PRATT BLVD,LEAD,SUSPECTED LEAD
1918 W PRATT BLVD,LEAD,SUSPECTED LEAD
1608 W TOUHY AVE,LEAD,SUSPECTED LEAD
1608 W TOUHY AVE,LEAD,SUSPECTED LEAD
1841 W MORSE AVE,LEAD,SUSPECTED LEAD
1791 W GREENLEAF AVE,LEAD,SUSPECTED LEAD
1801 W ESTES AVE,LEAD,SUSPECTED LEAD
1528 W ESTES AVE,LEAD,SUSPECTED LEAD
1608 W TOUHY AVE,LEAD,SUSPECTED LEAD
1616 W TOUHY AVE,LEAD,SUSPECTED LEAD
1616 W TOUHY AVE,LEAD,SUSPECTED LEAD
2907 W DIVISION ST,LEAD,SUSPECTED LEAD
2301 S LAKE SHORE DR,LEAD,SUSPECTED LEAD
2733 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2813 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2721 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2703 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2801 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2805 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
637 E GROVELAND PARK,LEAD,SUSPECTED LEAD
2729 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2723 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2725 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2701 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2705 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
2823 S MICHIGAN AVE,LEAD,SUSPECTED LEAD
7724 S COLES AVE,LEAD,SUSPECTED LEAD
2617 E 73RD ST,LEAD,SUSPECTED LEAD
7748 S BURNHAM AVE,LEAD,SUSPECTED LEAD
7724 S COLES AVE,LEAD,SUSPECTED LEAD
7248 S COLES AVE,LEAD,SUSPECTED LEAD
7724 S COLES AVE,LEAD,SUSPECTED LEAD
7724 S COLES AVE,LEAD,SUSPECTED LEAD
7248 S COLES AVE,LEAD,SUSPECTED LEAD
7248 S COLES AVE,LEAD,SUSPECTED LEAD
2617 E 73RD ST,LEAD,SUSPECTED LEAD
6411 13 S EGGLESTON AVE,LEAD,SUSPECTED LEAD
6442 S YALE AVE,LEAD,SUSPECTED LEAD
7120 S PARNELL AVE,LEAD,SUSPECTED LEAD
6442 S YALE AVE,LEAD,SUSPECTED LEAD
1700 W 19TH ST,LEAD,SUSPECTED LEAD
1737 W 18TH ST,LEAD,SUSPECTED LEAD
2429 W WINNEMAC AVE,LEAD,SUSPECTED LEAD
5411 N ARTESIAN AVE,LEAD,SUSPECTED LEAD
5411 N ARTESIAN AVE,LEAD,SUSPECTED LEAD
2759 S HARDING AVE,LEAD,SUSPECTED LEAD
2125 N HUMBOLDT BLVD,LEAD,SUSPECTED LEAD
2125 N HUMBOLDT BLVD,LEAD,SUSPECTED LEAD
2125 N HUMBOLDT BLVD,LEAD,SUSPECTED LEAD
2125 N HUMBOLDT BLVD,LEAD,SUSPECTED LEAD
4010 W NORTH AVE,LEAD,SUSPECTED LEAD
2117 N TRIPP AVE,LEAD,SUSPECTED LEAD
4463 67 S ARCHER AVE,LEAD,SUSPECTED LEAD
4463 67 S ARCHER AVE,LEAD,SUSPECTED LEAD
2812 22 N CICERO AVE,LEAD,SUSPECTED LEAD
2812 22 N CICERO AVE,LEAD,SUSPECTED LEAD
4450 W DAKIN ST,LEAD,SUSPECTED LEAD
4450 W DAKIN ST,LEAD,SUSPECTED LEAD
4450 W DAKIN ST,LEAD,SUSPECTED LEAD
4450 W DAKIN ST,LEAD,SUSPECTED LEAD
11101 S GREEN ST,LEAD,SUSPECTED LEAD
11107 S GREEN ST,LEAD,SUSPECTED LEAD
11111 S GREEN ST,LEAD,SUSPECTED LEAD
9206 S HALSTED ST,LEAD,SUSPECTED LEAD
9236 S HALSTED ST,LEAD,SUSPECTED LEAD
9204 S HALSTED ST,LEAD,SUSPECTED LEAD
9222 S HALSTED ST,LEAD,SUSPECTED LEAD
9234 S HALSTED ST,LEAD,SUSPECTED LEAD
9246 S HALSTED ST,LEAD,SUSPECTED LEAD
9204 S HALSTED ST,LEAD,SUSPECTED LEAD
9206 S HALSTED ST,LEAD,SUSPECTED LEAD
9234 S HALSTED ST,LEAD,SUSPECTED LEAD
1034 W 87TH ST,LEAD,SUSPECTED LEAD
1134 E 81ST ST,LEAD,SUSPECTED LEAD
1134 E 81ST ST,LEAD,SUSPECTED LEAD
1140 E 81ST ST,LEAD,SUSPECTED LEAD
1140 E 81ST ST,LEAD,SUSPECTED LEAD
1140 E 81ST ST,LEAD,SUSPECTED LEAD
7741 S DOBSON AVE,LEAD,SUSPECTED LEAD
7741 S DOBSON AVE,LEAD,SUSPECTED LEAD
9200 S DREXEL AVE,LEAD,SUSPECTED LEAD
9143 S COTTAGE GROVE AVE,LEAD,SUSPECTED LEAD
9147 S COTTAGE GROVE AVE,LEAD,SUSPECTED LEAD
7306 S DORCHESTER AVE,LEAD,SUSPECTED LEAD
9106 S DR MARTIN LUTHER KING JR DR,LEAD,SUSPECTED LEAD
353 E 91ST ST,LEAD,SUSPECTED LEAD
2201 E 100TH ST,LEAD,SUSPECTED LEAD
2209 E 100TH ST,LEAD,SUSPECTED LEAD
2209 E 100TH ST,LEAD,SUSPECTED LEAD
10827 S EWING AVE,LEAD,SUSPECTED LEAD
10833 S EWING AVE,LEAD,SUSPECTED LEAD
2643 51 N MILWAUKEE AVE,NOT LEAD,SUSPECTED LEAD
2897 99 S ARCHER AVE,NOT LEAD,SUSPECTED LEAD
1740 58 W HUBBARD ST,NOT LEAD,SUSPECTED LEAD
11127 29 S MICHIGAN AVE,NOT LEAD,SUSPECTED LEAD
11337 S FORRESTVILLE AVE,NOT LEAD,SUSPECTED LEAD
4118 N KEDVALE AVE,NOT LEAD,SUSPECTED LEAD
5225 W FOSTER AVE,NOT LEAD,SUSPECTED LEAD
4849 N CENTRAL AVE,NOT LEAD,SUSPECTED LEAD
2026 N KENMORE AVE,NOT LEAD,SUSPECTED LEAD
2112 N HUDSON AVE,NOT LEAD,SUSPECTED LEAD
3914 26 W OGDEN AVE,NOT LEAD,SUSPECTED LEAD
6230 N CICERO AVE,NOT LEAD,SUSPECTED LEAD
1233 W ROSCOE ST,NOT LEAD,SUSPECTED LEAD
5201 07 S WOODLAWN AVE,NOT LEAD,SUSPECTED LEAD
644 N BISHOP ST,NOT LEAD,SUSPECTED LEAD
1533 39 W CHICAGO AVE,NOT LEAD,SUSPECTED LEAD
1523 27 W CHICAGO AVE,NOT LEAD,SUSPECTED LEAD
6411 13 S EGGLESTON AVE,NOT LEAD,SUSPECTED LEAD
910 W RANDOLPH ST,NOT LEAD,SUSPECTED LEAD
2735 39 W PETERSON AVE,NOT LEAD,SUSPECTED LEAD
6601 03 S BISHOP ST,NOT LEAD,SUSPECTED LEAD
7800 W HIGGINS AVE,NOT LEAD,SUSPECTED LEAD
127 N ELIZABETH ST,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
1326 34 W MONROE ST,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
2357 W POTOMAC AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
1630 W BARRY AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
3402 S GILES AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
7717 S SAGINAW AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
7717 S SAGINAW AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
2103 N LAMON AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
9027 29 S WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
9027 29 S WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
9451 55 S HOYNE AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
9451 55 S HOYNE AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
2122 W HOPKINS PL,SUSPECTED LEAD,LEAD
10706 S SEELEY AVE,SUSPECTED LEAD,LEAD
7651 59 S JEFFERY BLVD,SUSPECTED LEAD,LEAD
7200 S EXCHANGE AVE,SUSPECTED LEAD,LEAD
4931 35 N CLAREMONT AVE,SUSPECTED LEAD,LEAD
3238 42 W ARMITAGE AVE,SUSPECTED LEAD,LEAD
2659 W ARMITAGE AVE,SUSPECTED LEAD,LEAD
4222 24 W FULLERTON AVE,SUSPECTED LEAD,LEAD
4010 W NORTH AVE,SUSPECTED LEAD,LEAD
7675 79 S SOUTH CHICAGO AVE,SUSPECTED LEAD,LEAD
5415 17 W QUINCY ST,SUSPECTED LEAD,LEAD
5301 05 W JACKSON BLVD,SUSPECTED LEAD,LEAD
5356 58 N CLARK ST,SUSPECTED LEAD,LEAD
4407 19 N WOLCOTT AVE,SUSPECTED LEAD,LEAD
6314 20 S WESTERN AVE,SUSPECTED LEAD,LEAD
1746 E 83RD ST,SUSPECTED LEAD,LEAD
10507 09 S EWING AVE,SUSPECTED LEAD,LEAD
11140 44 S MICHIGAN AVE,SUSPECTED LEAD,LEAD
11221 27 S MICHIGAN AVE,SUSPECTED LEAD,LEAD
11231 S MICHIGAN AVE,SUSPECTED LEAD,LEAD
11127 29 S MICHIGAN AVE,SUSPECTED LEAD,LEAD
11105 S MICHIGAN AVE,SUSPECTED LEAD,LEAD
5614 24 W CHICAGO AVE,SUSPECTED LEAD,LEAD
4000 W 26TH ST,SUSPECTED LEAD,LEAD
1657 59 W 35TH ST,SUSPECTED LEAD,LEAD
5401 03 S MAY ST,SUSPECTED LEAD,LEAD
3601 03 S UNION AVE,SUSPECTED LEAD,LEAD
4731 33 S ASHLAND AVE,SUSPECTED LEAD,LEAD
4913 15 S PRINCETON AVE,SUSPECTED LEAD,LEAD
3641 W IRVING PARK RD,SUSPECTED LEAD,LEAD
2209 W IRVING PARK RD,SUSPECTED LEAD,LEAD
7112 S PARNELL AVE,SUSPECTED LEAD,LEAD
7122 S PARNELL AVE,SUSPECTED LEAD,LEAD
7027 S WENTWORTH AVE,SUSPECTED LEAD,LEAD
6500 S COTTAGE GROVE AVE,SUSPECTED LEAD,LEAD
6851 53 S STATE ST,SUSPECTED LEAD,LEAD
823 25 W ALTGELD ST,SUSPECTED LEAD,LEAD
818 20 W WEBSTER AVE,SUSPECTED LEAD,LEAD
600 04 N CHRISTIANA AVE,SUSPECTED LEAD,LEAD
3211 S PAULINA ST,SUSPECTED LEAD,LEAD
1001 03 N RICHMOND ST,SUSPECTED LEAD,LEAD
601 03 N HOMAN AVE,SUSPECTED LEAD,LEAD
2300 02 W CHICAGO AVE,SUSPECTED LEAD,LEAD
901 03 N DAMEN AVE,SUSPECTED LEAD,LEAD
2012 18 S PEORIA ST,SUSPECTED LEAD,LEAD
11407 09 S MICHIGAN AVE,LEAD,LEAD
6212 14 S DORCHESTER AVE,SUSPECTED LEAD,NOT LEAD
3554 56 N HERMITAGE AVE,SUSPECTED LEAD,NOT LEAD
1542 44 N MILWAUKEE AVE,SUSPECTED LEAD,NOT LEAD
5727 S RACINE AVE,SUSPECTED LEAD,NOT LEAD
2701 W 62ND ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2938 56 N WESTERN AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1900 W 119TH ST UNIT S.F,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3810 W 81ST PL,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
3825 S WASHTENAW AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2245 W JACKSON BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2236 N ROCKWELL ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5550 S GREENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5550 S GREENWOOD AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
5300 S LOOMIS BLVD,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1420 W 17TH ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
4659 N ST LOUIS AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1523 27 W CHICAGO AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
10036 S LONGWOOD DR,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
600 N STATE ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
600 10 W VAN BUREN ST,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2138 S INDIANA AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
2138 S INDIANA AVE,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1231 N MARION CT,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
1801 W DIVERSEY PKWY UNIT,GALVANIZED REQUIRING REPLACEMENT,NOT LEAD
6231 N MCVICKER AVE,LEAD,NOT LEAD
3724 S ROCKWELL ST,LEAD,NOT LEAD
2459 E 82ND ST,LEAD,NOT LEAD
1901 09 S KILBOURN AVE,LEAD,NOT LEAD
3315 17 W IRVING PARK RD,LEAD,NOT LEAD
3044 S BONFIELD ST,LEAD,NOT LEAD
1711 N CALIFORNIA AVE,LEAD,NOT LEAD
8431 S STEWART AVE,SUSPECTED LEAD,NOT LEAD
1523 W ROSCOE ST,SUSPECTED LEAD,NOT LEAD
6528 S UNIVERSITY AVE,SUSPECTED LEAD,NOT LEAD
4500 S KOLIN AVE,SUSPECTED LEAD,NOT LEAD
1170 W FARWELL AVE UNIT,SUSPECTED LEAD,NOT LEAD
700 N MICHIGAN AVE,SUSPECTED LEAD,NOT LEAD
2218 W WINONA ST,SUSPECTED LEAD,NOT LEAD
6149 N BROADWAY,SUSPECTED LEAD,NOT LEAD
4143 N WESTERN AVE,SUSPECTED LEAD,NOT LEAD
3234 W IRVING PARK RD,SUSPECTED LEAD,NOT LEAD
2807 W JACKSON BLVD,SUSPECTED LEAD,NOT LEAD
3748 N GREENVIEW AVE,SUSPECTED LEAD,NOT LEAD
3514 S PULASKI RD,SUSPECTED LEAD,NOT LEAD
3428 S LAWNDALE AVE,SUSPECTED LEAD,NOT LEAD
2528 N MARSHFIELD AVE,SUSPECTED LEAD,NOT LEAD
1340 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
1638 W DIVERSEY PKWY,SUSPECTED LEAD,NOT LEAD
2711 N PULASKI RD,NOT LEAD,NOT LEAD
2711 N PULASKI RD,NOT LEAD,NOT LEAD
2501 N KEELER AVE,NOT LEAD,NOT LEAD
4100 18 W FULLERTON AVE,NOT LEAD,NOT LEAD
2501 N KEELER AVE,NOT LEAD,NOT LEAD
2622 N CICERO AVE,NOT LEAD,NOT LEAD
2422 N KILDARE AVE,NOT LEAD,NOT LEAD
4100 18 W FULLERTON AVE,NOT LEAD,NOT LEAD
4201 23 W DIVERSEY AVE,NOT LEAD,NOT LEAD
2727 N LONG AVE,NOT LEAD,NOT LEAD
2727 N LONG AVE,NOT LEAD,NOT LEAD
1440 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1325 N STATE PKWY,NOT LEAD,NOT LEAD
1350 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1555 N STATE PKWY,NOT LEAD,NOT LEAD
1418 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1418 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1300 06 N ASTOR ST,NOT LEAD,NOT LEAD
1300 06 N ASTOR ST,NOT LEAD,NOT LEAD
1350 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1440 N LAKE SHORE DR,NOT LEAD,NOT LEAD
1325 N STATE PKWY,NOT LEAD,NOT LEAD
E 137TH PL & S INDIANA,NOT LEAD,NOT LEAD
4071 N OAK PARK AVE,NOT LEAD,NOT LEAD
4734 N CUMBERLAND AVE,NOT LEAD,NOT LEAD
W WEST 131ST & SOUTH HALSTED,NOT LEAD,NOT LEAD
13240 60 S INDIANA AVE,NOT LEAD,NOT LEAD
13240 60 S INDIANA AVE,NOT LEAD,NOT LEAD
153 E 130TH ST,NOT LEAD,NOT LEAD
6601 W GUNNISON ST,NOT LEAD,NOT LEAD
6601 W GUNNISON ST,NOT LEAD,NOT LEAD
6601 W GUNNISON ST,NOT LEAD,NOT LEAD
4150 S PULASKI RD,NOT LEAD,NOT LEAD
S 23RD AVE & W MAIN ST,NOT LEAD,NOT LEAD
S 23RD AVE & W MAIN ST,NOT LEAD,NOT LEAD
S 9TH AVE & W IOWA,NOT LEAD,NOT LEAD
S 9TH AVE & W IOWA,NOT LEAD,NOT LEAD
W BLOOMINGDALE & SCOTTWOOD,NOT LEAD,NOT LEAD
W BLOOMINGDALE & SCOTTWOOD,NOT LEAD,NOT LEAD
W 99TH ST & CRAWFORD,NOT LEAD,NOT LEAD
W 99TH ST & CRAWFORD,NOT LEAD,NOT LEAD
4006 W 91ST ST,NOT LEAD,NOT LEAD
4006 W 91ST ST,NOT LEAD,NOT LEAD
W 119TH ST & MAPLEWOOD,NOT LEAD,NOT LEAD
W 119TH ST & MAPLEWOOD,NOT LEAD,NOT LEAD
W 85TH ST & CICERO,NOT LEAD,NOT LEAD
W 85TH ST & CICERO,NOT LEAD,NOT LEAD
4006 W 91ST ST,NOT LEAD,NOT LEAD
4006 W 91ST ST,NOT LEAD,NOT LEAD
S HARLEM & 65TH ST,NOT LEAD,NOT LEAD
E 138TH ST & S INDIANA,NOT LEAD,NOT LEAD
E 138TH ST & S INDIANA,NOT LEAD,NOT LEAD
E 137TH PL & S INDIANA,NOT LEAD,NOT LEAD
E 138TH ST & S INDIANA,NOT LEAD,NOT LEAD
E 138TH ST & S INDIANA,NOT LEAD,NOT LEAD
W 131ST & HALSTED,NOT LEAD,NOT LEAD
153 E 130TH ST,NOT LEAD,NOT LEAD
N CUMBERLAND & W FOSTER,NOT LEAD,NOT LEAD
N CUMBERLAND & W FOSTER,NOT LEAD,NOT LEAD
N OLCOTT & W IRVING PARK,NOT LEAD,NOT LEAD
N OLCOTT & W IRVING PARK,NOT LEAD,NOT LEAD
W IRVING PARK & N PUEBLO,NOT LEAD,NOT LEAD
W IRVING PARK & N PUEBLO,NOT LEAD,NOT LEAD
N THATCHER & W BELMONT,NOT LEAD,NOT LEAD
N THATCHER & W BELMONT,NOT LEAD,NOT LEAD
W BRYN MAWR & RIVER RD,NOT LEAD,NOT LEAD
W BRYN MAWR & RIVER RD,NOT LEAD,NOT LEAD
13159 S LANGLEY AVE,NOT LEAD,NOT LEAD
13200 S GREENWOOD AVE,NOT LEAD,NOT LEAD
801 E 131ST ST,NOT LEAD,NOT LEAD
948 E 133RD ST # 8,NOT LEAD,NOT LEAD
800 E 131ST ST,NOT LEAD,NOT LEAD
800 E 131ST ST,NOT LEAD,NOT LEAD
700 E 131ST ST,NOT LEAD,NOT LEAD
700 E 131ST ST,NOT LEAD,NOT LEAD
13145 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13145 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13145 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13249 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13249 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13249 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
13159 S LANGLEY AVE,NOT LEAD,NOT LEAD
732 E 133RD PL,NOT LEAD,NOT LEAD
722 E 133RD ST,NOT LEAD,NOT LEAD
722 E 133RD ST,NOT LEAD,NOT LEAD
13028 S GREENWOOD AVE,NOT LEAD,NOT LEAD
13535 S TORRENCE AVE,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
12350 S AVENUE O,NOT LEAD,NOT LEAD
2924 E 126TH PL,NOT LEAD,NOT LEAD
2924 E 126TH PL,NOT LEAD,NOT LEAD
2924 E 126TH PL,NOT LEAD,NOT LEAD
13535 S TORRENCE AVE,NOT LEAD,NOT LEAD
11500 700 S STONY IS,NOT LEAD,NOT LEAD
11500 700 S STONY IS,NOT LEAD,NOT LEAD
12144 S AVENUE O,NOT LEAD,NOT LEAD
12144 S AVENUE O,NOT LEAD,NOT LEAD
13359 S BURLEY AVE,NOT LEAD,NOT LEAD
3300 E 122ND ST,NOT LEAD,NOT LEAD
3300 E 122ND ST,NOT LEAD,NOT LEAD
13535 S TORRENCE AVE,NOT LEAD,NOT LEAD
E 138TH ST & S BRAINARD,NOT LEAD,NOT LEAD
E 138TH ST & S BRAINARD,NOT LEAD,NOT LEAD
E 138TH ST & S BRAINARD,NOT LEAD,NOT LEAD
E 138TH ST & S BRAINARD,NOT LEAD,NOT LEAD
E 138TH ST & S BRAINARD,NOT LEAD,NOT LEAD
