Address,Private Service Line Material,Public Service Line Material
3717 19 N BROADWAY,SUSPECTED LEAD,SUSPECTED LEAD
5641 43 N MAGNOLIA AVE,SUSPECTED LEAD,SUSPECTED LEAD
1461 63 W SUMMERDALE AVE,SUSPECTED LEAD,SUSPECTED LEAD
543 53 W WELLINGTON AVE,NOT LEAD,NOT LEAD
1127 29 W PRATT BLVD,SUSPECTED LEAD,SUSPECTED LEAD
4600 06 N DRAKE AVE,SUSPECTED LEAD,LEAD
6136 38 N LINCOLN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2744 W POPE JOHN PAUL II DR,NOT LEAD,SUSPECTED LEAD
8556 W ST JOSEPH AVE,LEAD,SUSPECTED LEAD
1943 N SEMINARY AVE,NOT LEAD,NOT LEAD
5051 63 N GLENWOOD AVE,NOT LEAD,NOT LEAD
4101 N LAVERGNE AVE,NOT LEAD,NOT LEAD
1419 21 W DIVERSEY PKWY,SUSPECTED LEAD,SUSPECTED LEAD
4511 N HERMITAGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
8242 58 S DREXEL AVE,NOT LEAD,NOT LEAD
809 W GEORGE ST,NOT LEAD,SUSPECTED LEAD
2583 85 N CLARK ST,LEAD,SUSPECTED LEAD
900 E 83RD ST,LEAD,SUSPECTED LEAD
7757 59 S ESSEX AVE,SUSPECTED LEAD,SUSPECTED LEAD
1754 W SCHOOL ST,SUSPECTED LEAD,LEAD
2557 N MARSHFIELD AVE,NOT LEAD,SUSPECTED LEAD
2423 25 W HUBBARD ST,SUSPECTED LEAD,SUSPECTED LEAD
5517 W CONGRESS PKWY,SUSPECTED LEAD,SUSPECTED LEAD
5454 58 N KENMORE AVE,NOT LEAD,NOT LEAD
2905 07 W FLETCHER ST,SUSPECTED LEAD,LEAD
7840 42 S EAST END AVE,LEAD,LEAD
6700 04 S CHAMPLAIN AVE,SUSPECTED LEAD,SUSPECTED LEAD
5129 S ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
328 30 N WALLER AVE,LEAD,SUSPECTED LEAD
7728 S DR MARTIN LUTHER KING JR DR,LEAD,SUSPECTED LEAD
4825 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
5050 52 N LEAVITT ST,SUSPECTED LEAD,SUSPECTED LEAD
7754 60 N EASTLAKE TER,NOT LEAD,NOT LEAD
6602 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
6555 W ADDISON ST UNIT C,SUSPECTED LEAD,SUSPECTED LEAD
9339 S YATES BLVD,NOT LEAD,NOT LEAD
4752 54 N LONG AVE,SUSPECTED LEAD,LEAD
2301 05 W FULLERTON AVE,LEAD,SUSPECTED LEAD
7814 S JEFFERY BLVD,SUSPECTED LEAD,LEAD
11337 S LONGWOOD DR,SUSPECTED LEAD,SUSPECTED LEAD
1933 W 69TH ST,SUSPECTED LEAD,SUSPECTED LEAD
1451 E 73RD ST,NOT LEAD,NOT LEAD
700 E 83RD ST,SUSPECTED LEAD,SUSPECTED LEAD
1001 07 N LAMON AVE,LEAD,SUSPECTED LEAD
8258 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
6901 09 S CRANDON AVE,NOT LEAD,NOT LEAD
7115 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2051 59 W PIERCE AVE,NOT LEAD,SUSPECTED LEAD
6353 W 55TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8124 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
6156 58 N CLARK ST,SUSPECTED LEAD,SUSPECTED LEAD
4936 N BROADWAY,SUSPECTED LEAD,LEAD
5735 37 N CAMPBELL AVE,SUSPECTED LEAD,SUSPECTED LEAD
5750 54 S ARCHER AVE,NOT LEAD,SUSPECTED LEAD
1425 27 W CHASE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7711 13 S ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
7827 29 S COLFAX AVE,SUSPECTED LEAD,SUSPECTED LEAD
10321 23 S AVENUE J,SUSPECTED LEAD,SUSPECTED LEAD
7608 10 S PHILLIPS AVE,SUSPECTED LEAD,SUSPECTED LEAD
3621 29 N PINE GROVE AVE,SUSPECTED LEAD,SUSPECTED LEAD
11527 S LA SALLE ST,LEAD,SUSPECTED LEAD
4851 53 W BYRON ST,SUSPECTED LEAD,SUSPECTED LEAD
3556 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
11620 S PARNELL AVE,LEAD,SUSPECTED LEAD
5425 35 S HARPER AVE,NOT LEAD,NOT LEAD
10401 05 S CLAREMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
435 W WINNECONNA PKWY,SUSPECTED LEAD,SUSPECTED LEAD
7735 57 N SHERIDAN RD,SUSPECTED LEAD,SUSPECTED LEAD
346 E 103RD ST,NOT LEAD,SUSPECTED LEAD
655 59 W JUNIOR TER,NOT LEAD,NOT LEAD
3917 19 W 26TH ST,NOT LEAD,NOT LEAD
9012 S JEFFERY BLVD,LEAD,SUSPECTED LEAD
130 E 51ST ST,LEAD,SUSPECTED LEAD
4819 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
761 63 S KENNETH AVE,SUSPECTED LEAD,SUSPECTED LEAD
4135 N ST LOUIS AVE,LEAD,SUSPECTED LEAD
7408 10 S EMERALD AVE,SUSPECTED LEAD,SUSPECTED LEAD
9662 64 S WINSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
5524 N GLENWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
10102 S STATE ST,NOT LEAD,SUSPECTED LEAD
10565 S LA SALLE ST,LEAD,SUSPECTED LEAD
1328 N STATE PKWY,SUSPECTED LEAD,SUSPECTED LEAD
433 35 E 91ST PL,SUSPECTED LEAD,SUSPECTED LEAD
7158 S RIDGELAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
1141 43 S PULASKI RD,SUSPECTED LEAD,SUSPECTED LEAD
2914 16 W FOSTER AVE,SUSPECTED LEAD,SUSPECTED LEAD
5550 56 N LAKEWOOD AVE,NOT LEAD,NOT LEAD
437 57 W BELMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
1359 W 55TH ST,SUSPECTED LEAD,SUSPECTED LEAD
11422 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
4441 47 N DAMEN AVE,LEAD,NOT LEAD
1726 28 N NORMANDY AVE,SUSPECTED LEAD,SUSPECTED LEAD
11008 10 S PARNELL AVE,LEAD,SUSPECTED LEAD
205 09 E 79TH ST,NOT LEAD,SUSPECTED LEAD
7436 S EUCLID PKWY,LEAD,SUSPECTED LEAD
308 10 E 75TH ST,SUSPECTED LEAD,LEAD
4742 48 S WOODLAWN AVE,NOT LEAD,NOT LEAD
6437 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
5310 14 N GLENWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
1834 36 N LINCOLN AVE,NOT LEAD,SUSPECTED LEAD
4927 29 S PRAIRIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2208 12 W 71ST ST,SUSPECTED LEAD,SUSPECTED LEAD
7455 59 S EXCHANGE AVE,SUSPECTED LEAD,SUSPECTED LEAD
156 58 N LOCKWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
9021 23 S JUSTINE ST,SUSPECTED LEAD,SUSPECTED LEAD
9514 16 S PERRY AVE,SUSPECTED LEAD,SUSPECTED LEAD
3941 43 W WELLINGTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
3921 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
7341 59 S YALE AVE,NOT LEAD,NOT LEAD
6016 S ST LAWRENCE AVE,SUSPECTED LEAD,LEAD
2842 44 S AVERS AVE,SUSPECTED LEAD,SUSPECTED LEAD
6339 S CAMPBELL AVE,SUSPECTED LEAD,SUSPECTED LEAD
10806 08 S FOREST AVE,LEAD,SUSPECTED LEAD
7066 68 N CLARK ST,SUSPECTED LEAD,SUSPECTED LEAD
1549 51 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
5312 14 N LAKEWOOD AVE,LEAD,SUSPECTED LEAD
4118 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
8127 29 S MARYLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
5720 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
6229 W GUNNISON ST,SUSPECTED LEAD,SUSPECTED LEAD
9648 S DR MARTIN LUTHER KING JR DR,LEAD,SUSPECTED LEAD
4350 56 N WOLCOTT AVE,SUSPECTED LEAD,SUSPECTED LEAD
4460 62 N HAMLIN AVE,NOT LEAD,NOT LEAD
1711 W 55TH ST,SUSPECTED LEAD,SUSPECTED LEAD
6921 23 N WAYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1938 42 W BIRCHWOOD AVE,SUSPECTED LEAD,LEAD
6901 S EAST END AVE THOUSE A,LEAD,SUSPECTED LEAD
9126 28 S LOOMIS ST,SUSPECTED LEAD,SUSPECTED LEAD
4640 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
10324 S AVENUE J,SUSPECTED LEAD,SUSPECTED LEAD
7416 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
2155 57 N HUMBOLDT BLVD,NOT LEAD,NOT LEAD
1121 23 W PRATT BLVD,SUSPECTED LEAD,SUSPECTED LEAD
1301 03 W CARMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
7651 59 S JEFFERY BLVD,SUSPECTED LEAD,SUSPECTED LEAD
4745 47 N BEACON ST,LEAD,LEAD
6744 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7828 30 S ESSEX AVE,SUSPECTED LEAD,SUSPECTED LEAD
3263 71 N BROADWAY,SUSPECTED LEAD,SUSPECTED LEAD
2714 16 W CRYSTAL ST,SUSPECTED LEAD,SUSPECTED LEAD
3489 91 W COLUMBUS AVE,SUSPECTED LEAD,SUSPECTED LEAD
6232 38 N NORTHWEST HWY,SUSPECTED LEAD,SUSPECTED LEAD
4655 57 W MONROE ST,SUSPECTED LEAD,SUSPECTED LEAD
9541 S WALLACE ST,SUSPECTED LEAD,SUSPECTED LEAD
13430 32 S BRANDON AVE,SUSPECTED LEAD,LEAD
6110 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
4508 W GEORGE ST,SUSPECTED LEAD,SUSPECTED LEAD
2620 S ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
3213 W FULTON BLVD,SUSPECTED LEAD,SUSPECTED LEAD
7749 53 S KINGSTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
1235 45 N KILDARE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2223 N KEDZIE BLVD,NOT LEAD,NOT LEAD
11339 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
6243 N LEMAI AVE,NOT LEAD,NOT LEAD
3523 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
10340 56 S HALSTED ST,NOT LEAD,NOT LEAD
7634 36 S JEFFERY BLVD,SUSPECTED LEAD,LEAD
10300 10 S WESTERN AVE,SUSPECTED LEAD,SUSPECTED LEAD
5712 S PRAIRIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7721 29 N ASHLAND AVE,NOT LEAD,NOT LEAD
2757 59 S CHRISTIANA AVE,SUSPECTED LEAD,SUSPECTED LEAD
3456 58 W 116TH PL,LEAD,SUSPECTED LEAD
1717 N FAIRFIELD AVE,NOT LEAD,NOT LEAD
622 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
1228 30 W CARMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
5044 46 S GREENWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
2127 W BERTEAU AVE,NOT LEAD,SUSPECTED LEAD
4146 48 W CORNELIA AVE,NOT LEAD,SUSPECTED LEAD
7227 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
3523 25 W 26TH ST,SUSPECTED LEAD,SUSPECTED LEAD
11934 38 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
4607 09 N MALDEN ST,NOT LEAD,NOT LEAD
5714 W RACE AVE,LEAD,NOT LEAD
4800 04 S DORCHESTER AVE,GALVANIZED REQUIRING REPLACEMENT,SUSPECTED LEAD
8250 58 S RACINE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2754 58 W WASHINGTON BLVD,SUSPECTED LEAD,SUSPECTED LEAD
1518 24 W MARQUETTE RD,SUSPECTED LEAD,LEAD
3357 W CERMAK RD,NOT LEAD,NOT LEAD
6818 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1215 25 N LOCKWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
4424 32 N SEELEY AVE,NOT LEAD,NOT LEAD
5919 21 S STATE ST,SUSPECTED LEAD,SUSPECTED LEAD
5841 43 S PEORIA ST,SUSPECTED LEAD,SUSPECTED LEAD
2303 S WENTWORTH AVE,SUSPECTED LEAD,SUSPECTED LEAD
1239 S CALIFORNIA BLVD,LEAD,LEAD
901 03 N LEAVITT ST,SUSPECTED LEAD,SUSPECTED LEAD
931 35 N RUSH ST,SUSPECTED LEAD,SUSPECTED LEAD
1108 10 N STATE ST,SUSPECTED LEAD,SUSPECTED LEAD
7434 38 N ARTESIAN AVE,SUSPECTED LEAD,SUSPECTED LEAD
3220 N OLEANDER AVE,SUSPECTED LEAD,SUSPECTED LEAD
5750 N LOCKWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
9734 S LA SALLE ST,SUSPECTED LEAD,SUSPECTED LEAD
9537 43 S RACINE AVE,SUSPECTED LEAD,SUSPECTED LEAD
4727 W CONGRESS PKWY,SUSPECTED LEAD,SUSPECTED LEAD
4245 49 W GRAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
4726 34 N BEACON ST,NOT LEAD,NOT LEAD
1746 48 N RICHMOND ST,NOT LEAD,NOT LEAD
1009 11 N WASHTENAW AVE,NOT LEAD,NOT LEAD
5936 38 W ADDISON ST,SUSPECTED LEAD,SUSPECTED LEAD
2453 N ALBANY AVE,NOT LEAD,NOT LEAD
3858 N CLAREMONT AVE,NOT LEAD,NOT LEAD
4946 W JACKSON BLVD,NOT LEAD,NOT LEAD
8830 S JEFFERY BLVD,LEAD,SUSPECTED LEAD
5001 03 S WABASH AVE,SUSPECTED LEAD,SUSPECTED LEAD
1201 07 W CHASE AVE,SUSPECTED LEAD,SUSPECTED LEAD
324 30 E 47TH ST,NOT LEAD,LEAD
5918 20 W SCHUBERT AVE,SUSPECTED LEAD,SUSPECTED LEAD
5614 16 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
1346 52 N SPRINGFIELD AVE,SUSPECTED LEAD,LEAD
2501 05 N LARAMIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7414 S ST LAWRENCE AVE,LEAD,SUSPECTED LEAD
353 E KENSINGTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
4850 56 N SACRAMENTO AVE,SUSPECTED LEAD,SUSPECTED LEAD
1441 45 W 103RD ST,SUSPECTED LEAD,SUSPECTED LEAD
9426 S ST LAWRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2554 56 N KILBOURN AVE,NOT LEAD,NOT LEAD
4602 04 S CALIFORNIA AVE,NOT LEAD,NOT LEAD
10724 S LA SALLE ST,SUSPECTED LEAD,SUSPECTED LEAD
1501 W 14TH PL,SUSPECTED LEAD,SUSPECTED LEAD
4933 35 N LESTER AVE,SUSPECTED LEAD,SUSPECTED LEAD
2455 57 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2460 68 N ALBANY AVE,SUSPECTED LEAD,SUSPECTED LEAD
364 W NORMAL PKWY,SUSPECTED LEAD,SUSPECTED LEAD
6338 40 N LEAVITT ST,SUSPECTED LEAD,SUSPECTED LEAD
5750 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
3750 52 W 63RD ST,LEAD,SUSPECTED LEAD
3256 N LEAVITT ST,LEAD,SUSPECTED LEAD
3246 56 W 26TH ST,SUSPECTED LEAD,SUSPECTED LEAD
8045 S YATES BLVD,LEAD,SUSPECTED LEAD
4033 N ST LOUIS AVE,NOT LEAD,SUSPECTED LEAD
1261 63 W ARGYLE ST,SUSPECTED LEAD,SUSPECTED LEAD
6740 42 S CREGIER AVE,LEAD,SUSPECTED LEAD
9111 13 S LAFLIN ST,SUSPECTED LEAD,SUSPECTED LEAD
7467 69 N SHERIDAN RD,SUSPECTED LEAD,SUSPECTED LEAD
5615 57 S CLAREMONT AVE,SUSPECTED LEAD,SUSPECTED LEAD
11325 S KEDZIE AVE,LEAD,SUSPECTED LEAD
8056 S MAPLEWOOD AVE,SUSPECTED LEAD,SUSPECTED LEAD
4203 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
4319 21 N CAMPBELL AVE,SUSPECTED LEAD,SUSPECTED LEAD
5308 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
1433 43 W ELMDALE AVE,SUSPECTED LEAD,SUSPECTED LEAD
503 09 W 111TH ST,SUSPECTED LEAD,SUSPECTED LEAD
4055 59 N GREENVIEW AVE,SUSPECTED LEAD,SUSPECTED LEAD
2257 59 N KEDZIE BLVD,SUSPECTED LEAD,SUSPECTED LEAD
420 24 E 75TH ST,SUSPECTED LEAD,SUSPECTED LEAD
2605 07 W 65TH ST,SUSPECTED LEAD,SUSPECTED LEAD
3042 S KEDVALE AVE,NOT LEAD,NOT LEAD
107 E OAK ST,NOT LEAD,NOT LEAD
54 56 E OAK ST,SUSPECTED LEAD,SUSPECTED LEAD
70 72 E OAK ST,NOT LEAD,NOT LEAD
106 08 E OAK ST,SUSPECTED LEAD,SUSPECTED LEAD
5202 10 S CORNELL AVE,NOT LEAD,NOT LEAD
2650 W GRANVILLE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9601 07 S AVENUE N,SUSPECTED LEAD,SUSPECTED LEAD
5600 02 S SAWYER AVE,SUSPECTED LEAD,SUSPECTED LEAD
6355 57 S FRANCISCO AVE,SUSPECTED LEAD,LEAD
3508 W FULTON BLVD,SUSPECTED LEAD,SUSPECTED LEAD
10141 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
1021 23 N HOYNE AVE,NOT LEAD,NOT LEAD
508 10 E 115TH ST,NOT LEAD,NOT LEAD
1942 44 W MARQUETTE RD,LEAD,SUSPECTED LEAD
5012 14 N SHERIDAN RD,NOT LEAD,NOT LEAD
6424 26 S COTTAGE GROVE AVE,SUSPECTED LEAD,LEAD
432 W 119TH ST,SUSPECTED LEAD,SUSPECTED LEAD
4855 57 N KIMBALL AVE,SUSPECTED LEAD,SUSPECTED LEAD
500 W 35TH ST,LEAD,NOT LEAD
5448 54 W BARRY AVE,SUSPECTED LEAD,SUSPECTED LEAD
1050 N STATE ST,NOT LEAD,NOT LEAD
5527 29 S UNIVERSITY AVE,SUSPECTED LEAD,LEAD
11861 63 S VINCENNES AVE,SUSPECTED LEAD,SUSPECTED LEAD
5700 02 N AUSTIN AVE,SUSPECTED LEAD,SUSPECTED LEAD
2357 E 99TH ST,NOT LEAD,NOT LEAD
4802 S LOOMIS BLVD,SUSPECTED LEAD,SUSPECTED LEAD
3851 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
5221 23 W DIVERSEY AVE,SUSPECTED LEAD,SUSPECTED LEAD
3515 17 S LITUANICA AVE,SUSPECTED LEAD,SUSPECTED LEAD
4301 25 N LARAMIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
5833 N NAGLE AVE,NOT LEAD,NOT LEAD
3812 14 N WAYNE AVE,NOT LEAD,NOT LEAD
1340 42 W WINNEMAC AVE,SUSPECTED LEAD,SUSPECTED LEAD
6224 28 S OAKLEY AVE,SUSPECTED LEAD,SUSPECTED LEAD
5358 N BROADWAY,SUSPECTED LEAD,SUSPECTED LEAD
6148 S ST LAWRENCE AVE,NOT LEAD,NOT LEAD
5020 W ST PAUL AVE,SUSPECTED LEAD,SUSPECTED LEAD
4201 W 24TH PL,SUSPECTED LEAD,SUSPECTED LEAD
1654 58 W 18TH ST,SUSPECTED LEAD,SUSPECTED LEAD
4022 24 N HERMITAGE AVE,NOT LEAD,NOT LEAD
829 N RICHMOND ST,LEAD,SUSPECTED LEAD
2046 52 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
5800 08 N WINTHROP AVE,SUSPECTED LEAD,SUSPECTED LEAD
3328 W CONGRESS PKWY,NOT LEAD,NOT LEAD
6725 27 S CAMPBELL AVE,NOT LEAD,NOT LEAD
5116 N ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
9701 37 S TORRENCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1835 W 69TH ST,SUSPECTED LEAD,SUSPECTED LEAD
5702 S LA SALLE ST,SUSPECTED LEAD,SUSPECTED LEAD
4111 13 N BERNARD ST,NOT LEAD,NOT LEAD
629 39 W CORNELIA AVE,NOT LEAD,NOT LEAD
230 N SACRAMENTO BLVD,SUSPECTED LEAD,SUSPECTED LEAD
2311 N SOUTHPORT AVE,NOT LEAD,NOT LEAD
8619 21 S STONY ISLAND AVE,LEAD,SUSPECTED LEAD
6427 29 W IRVING PARK RD,SUSPECTED LEAD,SUSPECTED LEAD
9130 32 S LAFLIN ST,SUSPECTED LEAD,SUSPECTED LEAD
4312 14 N BERNARD ST,NOT LEAD,NOT LEAD
5657 N MILWAUKEE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1345 N MENARD AVE,SUSPECTED LEAD,SUSPECTED LEAD
2324 26 W 25TH ST,SUSPECTED LEAD,SUSPECTED LEAD
630 32 N PINE AVE,SUSPECTED LEAD,SUSPECTED LEAD
7712 S JEFFERY BLVD,SUSPECTED LEAD,LEAD
3638 S DR MARTIN LUTHER KING JR DR,NOT LEAD,NOT LEAD
3652 N CICERO AVE,LEAD,SUSPECTED LEAD
6900 04 S CONSTANCE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2305 S WENTWORTH AVE,NOT LEAD,NOT LEAD
1668 70 W EDGEWATER AVE,SUSPECTED LEAD,SUSPECTED LEAD
7311 13 S CHAMPLAIN AVE,SUSPECTED LEAD,SUSPECTED LEAD
141 S MASON AVE,SUSPECTED LEAD,SUSPECTED LEAD
11933 S INDIANA AVE,SUSPECTED LEAD,SUSPECTED LEAD
8057 59 S BISHOP ST,SUSPECTED LEAD,SUSPECTED LEAD
3642 52 W 59TH ST,LEAD,SUSPECTED LEAD
4620 22 N CLAREMONT AVE,SUSPECTED LEAD,LEAD
6724 28 N ROCKWELL ST,NOT LEAD,NOT LEAD
6400 08 S STEWART AVE,NOT LEAD,NOT LEAD
2743 49 N HAMPDEN CT,SUSPECTED LEAD,SUSPECTED LEAD
3651 W 25TH ST,NOT LEAD,NOT LEAD
1500 08 W BIRCHWOOD AVE,NOT LEAD,NOT LEAD
4107 15 N BROADWAY,NOT LEAD,NOT LEAD
63 75 E 43RD ST,SUSPECTED LEAD,SUSPECTED LEAD
3655 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
5944 46 S TRIPP AVE,NOT LEAD,NOT LEAD
5443 45 W CORTEZ ST,SUSPECTED LEAD,NOT LEAD
5619 25 W FULLERTON AVE,SUSPECTED LEAD,SUSPECTED LEAD
9830 36 S LONGWOOD DR,NOT LEAD,NOT LEAD
5100 08 N MILWAUKEE AVE,NOT LEAD,NOT LEAD
1456 58 E 71ST PL,SUSPECTED LEAD,LEAD
7028 S WESTERN AVE,SUSPECTED LEAD,LEAD
2543 45 W CHICAGO AVE,SUSPECTED LEAD,SUSPECTED LEAD
1616 18 N HUMBOLDT BLVD,SUSPECTED LEAD,SUSPECTED LEAD
932 38 N RUSH ST,NOT LEAD,NOT LEAD
4229 W MONTROSE AVE,SUSPECTED LEAD,SUSPECTED LEAD
9437 S LA SALLE ST,SUSPECTED LEAD,SUSPECTED LEAD
4448 50 S PRAIRIE AVE,SUSPECTED LEAD,SUSPECTED LEAD
6737 S LOOMIS BLVD,SUSPECTED LEAD,SUSPECTED LEAD
8045 47 S MARYLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
4242 N PULASKI RD,NOT LEAD,NOT LEAD
6414 24 N RICHMOND ST,NOT LEAD,NOT LEAD
2135 W WEBSTER AVE,LEAD,LEAD
12330 S PERRY AVE,SUSPECTED LEAD,SUSPECTED LEAD
2152 N SEMINARY AVE,SUSPECTED LEAD,SUSPECTED LEAD
3859 N CENTRAL AVE,SUSPECTED LEAD,SUSPECTED LEAD
4314 16 N KILDARE AVE,NOT LEAD,NOT LEAD
3913 N NORA AVE,SUSPECTED LEAD,LEAD
3244 N PAGE AVE,LEAD,SUSPECTED LEAD
7418 20 S CHAPPEL AVE,SUSPECTED LEAD,SUSPECTED LEAD
657 59 W CORNELIA AVE,LEAD,SUSPECTED LEAD
8854 S JEFFERY BLVD,LEAD,SUSPECTED LEAD
6252 N HOYNE AVE UNIT B,SUSPECTED LEAD,SUSPECTED LEAD
2857 59 S SPAULDING AVE,NOT LEAD,NOT LEAD
4035 45 W ARGYLE ST,SUSPECTED LEAD,SUSPECTED LEAD
5346 50 N LINCOLN AVE,SUSPECTED LEAD,SUSPECTED LEAD
901 S SACRAMENTO BLVD,SUSPECTED LEAD,SUSPECTED LEAD
4120 W CONGRESS PKWY,LEAD,SUSPECTED LEAD
5645 55 W LAKE ST,SUSPECTED LEAD,SUSPECTED LEAD
7237 39 S EMERALD AVE,SUSPECTED LEAD,SUSPECTED LEAD
1334 36 W 87TH ST,SUSPECTED LEAD,LEAD
3039 S ST LOUIS AVE,NOT LEAD,SUSPECTED LEAD
7006 08 S BENNETT AVE,NOT LEAD,NOT LEAD
1000 02 N HOYNE AVE,SUSPECTED LEAD,SUSPECTED LEAD
1627 N ST LOUIS AVE,NOT LEAD,SUSPECTED LEAD
7748 58 S ADA ST,LEAD,NOT LEAD
3112 W 111TH ST,NOT LEAD,NOT LEAD
1627 S ST LOUIS AVE,LEAD,SUSPECTED LEAD
7506 W FOREST PRESERVE AVE,NOT LEAD,SUSPECTED LEAD
7504 W FOREST PRESERVE AVE,SUSPECTED LEAD,SUSPECTED LEAD
853 55 W CARMEN AVE,SUSPECTED LEAD,SUSPECTED LEAD
9131 S LA SALLE ST,LEAD,SUSPECTED LEAD
5358 W ADDISON ST,LEAD,SUSPECTED LEAD
10542 44 S EWING AVE,NOT LEAD,NOT LEAD
1221 E 93RD ST,SUSPECTED LEAD,LEAD
12809 S HALSTED ST,SUSPECTED LEAD,SUSPECTED LEAD
1207 13 W FARWELL AVE,NOT LEAD,NOT LEAD
4949 57 N BELL AVE,SUSPECTED LEAD,LEAD
5134 36 N ASHLAND AVE,SUSPECTED LEAD,SUSPECTED LEAD
2357 W MAYPOLE AVE,SUSPECTED LEAD,SUSPECTED LEAD
2655 57 W 51ST ST,SUSPECTED LEAD,SUSPECTED LEAD
4153 55 N HERMITAGE AVE,NOT LEAD,NOT LEAD
7600 10 N PAULINA ST,NOT LEAD,NOT LEAD
11100 20 S ROCKWELL ST,SUSPECTED LEAD,SUSPECTED LEAD
7349 S DR MARTIN LUTHER KING JR DR,SUSPECTED LEAD,SUSPECTED LEAD
1825 S ST LOUIS AVE,SUSPECTED LEAD,SUSPECTED LEAD
3937 W 63RD ST,SUSPECTED LEAD,SUSPECTED LEAD
1725 W 55TH ST,SUSPECTED LEAD,SUSPECTED LEAD
